XOM,BRK-B,NVDA,LMT,JPM,WMT,MSFT,AAPL,BA,GM,PGR,JNJ,VTI,QQQ,SPY,IWM,VXUS,IEF,TLT,SHY,GLD,USO,DBB,SLV,DBA
0.2675270528232884,0.17822662013819893,0.03243019501714234,0.08964185770676636,0.029058627003908176,0.0031156473106958016,0.0,0.0,0.0,0.0,0.0,0.0,0.05952088299348386,0.22711011316482602,0.013369003841690097,0.0,0.0,0.038249859442108125,0.011750140557891878,0.0,0.033598967009991376,0.016401032990008627,0.0,0.0,0.0
0.0,0.0,0.03171512556290587,0.0,0.0,0.0,0.2731538610329647,0.29354212634151566,0.0,0.0,0.0015888870626137308,0.0,0.2691219253239657,0.0,0.005716039960245112,0.0,0.025162034715789167,0.04628962067582994,0.0,0.0037103793241700656,0.0,0.03184736372876679,0.018152636271233216,0.0,0.0
0.1648252478669155,0.0,0.0,0.017597186832672862,0.1946241963121761,0.0,0.0,0.0,0.0,0.22295336898823548,0.0,0.0,0.0,0.053218251427963784,0.0033966800381117768,0.12870274526508316,0.11468232326884126,0.0,0.01391621277694946,0.03608378722305054,0.03845288028964046,0.0,0.0,0.011547119710359544,0.0
0.0,0.0,0.0,0.0,0.16781184190724785,0.16508060560793286,0.20695074091492552,0.0,0.009331340872438143,0.0,0.05082547069745558,0.0,0.0037960837627294963,0.0,0.2703609737121526,0.025842942525117898,0.0,0.03688495665111933,0.013115043348880674,0.0,0.028525634899551736,0.0,0.0,0.0,0.021474365100448266
0.09695392728735466,0.0,0.0,0.016869428398814668,0.29041287551560807,0.13106643892632555,0.064697329871897,0.0,0.0,0.0,0.0,0.0,0.0,0.16078130252170517,0.01777393320141102,0.0,0.1214447642768838,0.02202295645918982,0.0,0.02797704354081018,0.0,0.0,0.03452342700770445,0.0,0.015476572992295552
0.0,0.0,0.14187643965110555,0.0925977193686208,0.2736434573983042,0.0,0.0,0.0,0.026872399713034432,0.017835440996166407,0.047174542872768524,0.0,0.18056125312023716,0.06868176644785406,0.0,0.007444824106704606,0.043312156325204146,0.01884329096261687,0.031156709037383132,0.0,0.0227487030620349,0.0,0.0,0.0,0.027251296937965103
0.027671865843008996,0.0,0.026533047249483077,0.0,0.0,0.22396545330082968,0.0,0.0,0.2173126665164745,0.0,0.09949599718424149,0.005020969905962236,0.0,0.25796716514184587,0.0,0.026581315643113727,0.015451519215040399,0.03772280163056174,0.01227719836943826,0.0,0.0,0.0,0.013315805279173906,0.0,0.0366841947208261
0.0,0.06598217581436691,0.0,0.009724348824623696,0.03619153515713265,0.0,0.2388545281551175,0.0,0.03126655709619913,0.02702001431381522,0.19096084063874486,0.0,0.0,0.0,0.2682539906627661,0.026693461045182654,0.005052548292051207,0.016697913556515433,0.0,0.03330208644348457,0.004039540786282145,0.0,0.0,0.0,0.04596045921371786
0.0,0.0,0.03607829635476048,0.0,0.08349070254913485,0.05715157827732931,0.039364943231656735,0.14985473611662495,0.05307441688703219,0.16646797410525765,0.014517352478203849,0.0,0.0,0.0,0.10126736742088266,0.0021859895751883407,0.196546643003929,0.04249918498580526,0.0075008150141947436,0.0,0.03439104231163559,0.0,0.0,0.015608957688364414,0.0
0.0,0.0,0.11431329444837987,0.0,0.1658228303928292,0.18726800234202898,0.018283131629632576,0.0,0.11431274118712934,0.0,0.0,0.0,0.0805606793265152,0.117626578565791,0.02840023503437215,0.06750374451218474,0.005908762561136871,0.0,0.01696636139657759,0.03303363860342241,0.0,0.043438092265509994,0.0,0.006561907734490009,0.0
0.0,0.0,0.0,0.22673500456969692,0.0,0.19837030207764664,0.00011619767881942966,0.0,0.0,0.14932501662098832,0.025453479052848692,0.0,0.14205368990946204,0.04032144637615735,0.03196265355413786,0.0023011945336269823,0.08336101562661574,0.008541462651371588,0.041458537348628414,0.0,0.0,0.0,0.04264016938406853,0.00735983061593147,0.0
0.0,0.06183000630686819,0.0,0.0,0.0,0.15266979944156658,0.03722248962944153,0.16920939196530813,0.0,0.05464442659846326,0.11232245191478271,0.012101434143569567,0.22794366866967936,0.0,0.0,0.04864269712909459,0.023413634201226052,0.03638545279793183,0.013614547202068172,0.0,0.0,0.03919793155947127,0.01080206844052873,0.0,0.0
0.05533209540971649,0.0,0.0,0.0,0.0,0.2529608215708694,0.0,0.0,0.0,0.23750477335497927,0.016702188326896183,0.03750012133753858,0.0,0.0029537861877305116,0.0,0.029282737129625317,0.26776347668264416,0.043023427709666245,0.006976572290333757,0.0,0.0,0.0,0.0,0.011186197134109406,0.0388138028658906
0.0,0.005605581279233829,0.0,0.15400668079099328,0.0,0.07722382543023423,0.13330047168603823,0.0,0.0,0.0,0.0,0.22986344081350035,0.03912270434178056,0.031592941901337046,0.005465352828264325,0.13493835576075525,0.08888064516786282,0.022063879024037697,0.0,0.027936120975962306,0.0,0.02373117247852663,0.0,0.0,0.026268827521473373
0.0,0.0,0.0,0.0,0.013694385007140486,0.0,0.0,0.0,0.27583750216606223,0.20572901758436138,0.10473909524243585,0.0,0.034861016651587085,0.05241440651034575,0.16757610748799384,0.03584121120159017,0.009307258148483155,0.0002895536340208199,0.04971044636597918,0.0,0.0,0.026160083811912444,0.02383991618808756,0.0,0.0
0.0,0.09344322801512442,0.0,0.0,0.0,0.01058161644283706,0.0,0.15611000777125145,0.0,0.29397890443295815,0.045886243337828904,0.0,0.022168288754238985,0.0,0.20282761877034425,0.07500409247541678,0.0,0.002324432245276571,0.0,0.04767556775472343,0.0,0.0,0.027817369070756073,0.0,0.02218263092924393
0.0,0.05259599172173625,0.0,0.0,0.20773403778457442,0.23932797696828198,0.08744150862093608,0.0,0.012900484904471266,0.0,0.0,0.0,0.19189220142264168,0.09159157589951636,0.0,0.016516222677841974,0.0,0.017549031300682486,0.03245096869931752,0.0,0.046694691474292636,0.0,0.0,0.0,0.0033053085257073664
0.0,0.21661301160073343,0.07283726255116992,0.0,0.0,0.0,0.0,0.005858458097823038,0.07717741984180798,0.0,0.22751384790846566,0.0,0.0,0.29032129932528866,0.0,0.0,0.009678700674711327,0.011197020460352453,0.0,0.03880297953964755,0.0,0.0,0.03831837825012018,0.0,0.011681621749879821
0.0,0.0,0.19442323224072555,0.0,0.05535350458464172,0.0,0.07605536260510914,0.0464982718404874,0.0,0.0,0.20607885436027265,0.021590774368763554,0.09508998177109049,0.07706485197352156,0.016974020216844965,0.047755063240861685,0.0631160827976813,0.0,0.022093377160055758,0.027906622839944245,0.0,0.040435592567110795,0.0,0.009564407432889208,0.0
0.20504926372300789,0.16146665973139962,0.0,0.0,0.030643490699243842,0.17447982070505588,0.0012267575023934274,0.0,0.0,0.0,0.0,0.027134007638899334,0.14761973004820034,0.0,0.025843706969735893,0.11187509339610929,0.01466146958595449,0.004144572699481035,0.04585542730051897,0.0,0.0,0.0004310603101190316,0.0,0.04956893968988097,0.0
0.0,0.25691369653475965,0.08330979089209065,0.0,0.0,0.013299765559310006,0.0,0.04167117300355669,0.20480557401028307,0.0,0.0,0.0,0.0,0.10529883531290235,0.06710618833453941,0.10654160642018357,0.021053369932374666,0.02586514690328684,0.024134853096713163,0.0,0.0,0.0,0.01628921987819644,0.03371078012180356,0.0
0.05338363670766341,0.0621220542961995,0.0,0.138255431580166,0.0,0.025468365491353784,0.029228153415034007,0.0,0.18979138196470374,0.0,0.10168994356631589,6.103297856352441e-05,0.1448890009208766,0.0,0.0,0.02493958437535765,0.13017141470376575,0.0,0.02426049477779289,0.025739505222207113,0.0,0.0,0.0,0.03836340457333133,0.011636595426668672
0.0,0.0,0.0,0.0,0.0872199368193237,0.0,0.0,0.2617642065889777,0.0,0.25063209992496943,0.00038375666672918474,0.0,0.11976210555318101,0.0,0.0,0.0009102800731313754,0.17932761437368758,0.01659043633515401,0.0,0.033409563664845994,0.0,0.0,0.02041589705984329,0.029584102940156714,0.0
0.0,0.0,0.0,0.0013919263217819777,0.0,0.15914985083033023,0.0,0.0,0.13819439497409933,0.12166779534538211,0.0,0.17959603252840642,0.029267676783852205,0.13819823751647564,0.02993981799804777,0.00021946483975626707,0.10237480286186806,0.016607709564211336,0.03339229043578867,0.0,0.0,0.03751623912215214,0.0,0.0,0.01248376087784786
0.0,0.2476193607792189,0.009557765559781273,0.028982047369851067,0.0,0.0,0.0,0.06357077573695788,0.11005148024148279,0.08041262318111825,0.0,0.059805947131589855,0.015042335033904564,0.028499563482072044,0.0,0.21650880769312664,0.03994929379089671,0.0,0.020304583004912877,0.029695416995087126,0.014769100818458884,0.0,0.03523089918154112,0.0,0.0
0.03398769736323085,0.0,0.0,0.022600372991932183,0.0,0.23207908317893985,0.061093449200828306,0.17398581682432912,0.0,0.0,0.03485651045044806,0.04139706999029166,0.04287590353974768,0.0,0.13047119190197123,0.11965365862825936,0.006999245930021714,0.02009788496688356,0.0,0.029902115033116444,0.0,0.0,0.02496265226040748,0.025037347739592524,0.0
0.0,0.0,0.0,0.03272827080558731,0.06742046776302549,0.2995589111777651,0.02867842082780382,0.0024000194803991404,0.0,0.0,0.047665069297475576,0.12154884064794355,0.13750986271104684,0.1401771286023404,0.022313008686612734,0.0,0.0,0.0,0.03321842182090192,0.016781578179098082,0.03442503748553981,0.0,0.0,0.0,0.015574962514460194
