XOM,NVDA,LMT,JPM,WMT,MSFT,AAPL,BA,GM,PGR,JNJ,VTI,QQQ,SPY,IWM,VXUS,IEF,TLT,SHY,GLD,USO,DBB,SLV,DBA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0035871680808144,0.9988612393208705,0.9978722191172896,0.9977641285362587,1.0025445121361924,1.0006862462947361,0.9983999226519681,0.9981257239030714,1.0061573887052138,1.0011610269340339,1.000705412670765,0.9987897769425802,0.9944982397564044,1.0012814602402684,1.002588896095621,0.9997982708679679,0.9998240309377718,1.0011239825601115,1.000138513424557,1.000978234402576,1.0100014267426827,1.0008263613241712,0.9973457944955361,1.001559537931704
1.005693782220187,1.0001663460317702,0.9971287010419932,0.995796863552032,1.0040321224192803,0.9984240540039713,0.999163193117275,1.0005959048365258,1.007932062267005,1.0062839413692506,1.0000840420778172,1.0018112771067857,0.9958745711745357,1.002369966478984,1.0095733145646493,1.0027291820844064,0.9998520051913137,1.0043397202697733,1.0000212464814646,1.0058819634288778,1.0044969500810348,1.0044360427819259,0.9954553504790506,1.0018689628171795
1.0038212693454995,0.9978173493973,0.9954343610945549,0.9947527977008949,1.0026874869506697,0.9949517989522383,1.0005382299233645,1.0047047644394962,1.011266151599491,1.0061586694637525,0.9993330482566904,1.0063832764475216,0.9958479444865213,1.002478328404831,1.0102030006520575,1.0018734374968135,0.9992093931100535,1.0062797090416027,1.0000331828587539,1.0069920080773906,1.0013077361611922,1.002768362041843,0.9993872613597127,1.002846206160959
0.9987019315725946,1.002798423274434,0.994596206332303,0.9928630437708788,1.0020007864230445,0.9960071401599928,1.002847613420705,0.9911506421534669,1.0081540756800493,1.0064040604426554,0.9971557050172805,1.003979888756002,0.9917294117471893,1.005105556116017,1.0103796151199598,1.0006517710127667,0.9981980698088702,1.008308561717693,1.0000423410310593,1.0052984322988099,1.0045298707596095,0.999532048123198,0.9999822341203142,1.0036144454472544
1.002339346952646,1.008118782402682,0.9953627933115307,0.9957189185508513,1.0042265047930061,0.9962793712062318,1.0070784650215459,0.9797814362475077,1.0087258787538935,1.0065558886841692,0.997320598569694,1.00248549878462,0.9931352342550761,1.0051341912728902,1.0085443477555116,1.0015591326012565,0.9983549365680108,1.0103706953388585,1.0000648093326412,1.0038988588155855,1.0132685613228516,0.9998324968621569,0.9988600384247625,1.0054544622661892
1.0041278342801911,1.017011967006102,1.0003869195534927,0.9965126534996408,1.0058048741213088,0.9986136017490083,1.011786625858566,0.9766232963014764,1.0093267754938213,1.0147187206597938,0.9953431086985354,1.0030412629851868,0.9956280847149502,1.0050256080379205,1.0089262132605068,0.9977842856051201,0.9975788088334135,1.0100524597832647,1.0004353737994984,1.0058533923735298,1.0152473537299413,0.9999599617754833,1.0000876887225962,1.0049875486140878
1.0014061158747065,1.0279263773904943,0.9994509428947345,1.0039819165289101,1.0054365804763667,0.9971424915324244,1.008334942759556,0.9741568200932439,1.0026170577484335,1.0170468228821155,0.9926595926886814,1.0026724527500104,0.9979419909377004,1.0124365551011232,1.0078404884089063,0.9987256193135641,0.9969501403872945,1.011739208813734,1.0004270707869911,1.0044494971867775,1.0197201514613963,0.9986638372155048,1.000132910879827,1.0028480567286897
1.0045188185484102,1.0404871639882374,0.9969735180241276,1.0074474683432828,1.0031969735902724,0.9984077024037783,1.0052814085551989,0.9769700905985962,1.0001102658775558,1.0222717206027767,0.9931523288267314,0.9996802979704598,0.9977025219553056,1.0095583946048134,1.0102009577009643,1.0006879446765402,0.9969264765137932,1.0084628309219832,1.0004094136241004,1.0049351802991384,1.0219814360903305,0.9985596886386845,1.0046715303430513,1.0016807836456438
1.0082992646757862,1.0457958817272501,0.9984449562432819,1.0126471865122146,1.006775272040025,0.997218205305227,1.0077620043250337,0.981448736521909,1.0043431844497823,1.0248585165751396,0.9944771170518922,0.9953165673943266,1.0016045447814284,1.0096782501997574,1.0072499101050079,0.9992418595762654,0.9973721006130775,1.0074089792883678,1.0005407307637095,1.00582175869862,1.0223417563365753,1.0009675871641204,1.0059096589509167,1.0010736634350308
